tweet id, tweet, label
'382814178768990208',Some sources said that 1200 rape cases have been registered in #Pakistan in last 6 months. :-( Nation needs some lectures on ethics.,on-topic
'382814179624628224',"RT @UWT_UK: Tent villages have been set up in in Muzaffargar, #Pakistan to help families affected by flooding. http://t.co/eqg3uuV47w",on-topic
'382814190421168128',Death toll reaches 329. They have run out of 'kafan'. Ya Allah rehem!  #Earthquake #Awaran,on-topic
'382814241843343361',"#EarthQuake : Packed food items/ grains, bottled water, meds, tent/s can be deposited at COD, DHA or any nearby Rangers Unit. #Karachi",on-topic
'382814257760321538',RT @FoxNews: Death toll in #Pakistan earthquake rises to 182 http://t.co/BCVKARh4LT,on-topic
'382814286654865408',"September 30, 1988. More Than 250 Innocent People Were Shot Dead In 5 Minutes! #HyderabadMassacre #Pakistan @MQMUSA",Off-topic
'382814335048773632',"#earthquake: M 2.6, Central Alaska http://t.co/sFAz8knPC6",Off-topic
'382814341247938562',New island formed by a M7.7 #earthquake yesterday off the coast of Pakistan. http://t.co/VbGavW3rDE,on-topic
'382814365323247617',@etribune #Twitter #name #island #Pakistan #earthquake #possiblenamesofnewisland #ZalaZalaIsland,Off-topic
'382814369425285120',RT @Lensonbaloch: Reaching the #earthquake victims is challenging in #Awaran A part of #Balochistan without any road network http://t.co/GCâ€¦,Off-topic
'382814374018031616',"USGS reports a M1.2 #earthquake 13km N of Morgan Hill, California on 9/28/13 @ 15:31:50 UTC http://t.co/ceZBTR6p2m #quake",Off-topic
'382814414220824576',RT @oxfamgbpress: Oxfam due to start aid distribution today to those affected by #Pakistan earthquake http://t.co/CROvT0SkOr,on-topic
'382814425574805504',RT @alimaan: RT-------&gt,on-topic
'382814450119876608',#PakArmy soldiers distributing relief goods among #Earthquake victims #bravo #salute2pakarmy !! http://t.co/c6oIVCarTS,on-topic
'382814482314973185',RT @OfficialMqm: Pic8: Prayers held for Pakka Qila #HyderabadMassacre at Lal Qila Ground 90 #Karachi #Pakistan http://t.co/gebczrY2Wu,on-topic
'382814489831555072',"ã€#USGS #Breakingã€‘ M 2.8, 55km N of Hatillo, Puerto Rico http://t.co/tczv51xzze #PastHour #28 #earthquake #tsunami #prayfromjapan",Off-topic
'382814490053451776',"""13 killed as #bomb #explodes in #Pakistan near #bus with government employees, Pakistani police official says - AP""",Off-topic
'382814495527038976',RT @AQpk: Salute to #Pakistani soldiers/doctors/engineers flown to #Balochistan to help our people after #earthquake.,on-topic
'382814514682413056',Prayers to those affected by the earthquake in #Pakistan,on-topic
'382814523507621888',#pakistan #quake kills 39 and creates island - http://t.co/6PKacTEImh,on-topic
'382814530809511936',RT @SabaQamarGEO: Death toll in fresh #earthquake reaches 22 in Awaran. Ya Allah have mercy on #Pakistan,on-topic
'382814531753639936',"RT @NewPakistan2020: Friday Prayers a Group of Protestors holding the  Flag of #Pakistan in  #Srinagar http://t.co/ciPOjM4Nkk"" #Kashmir",Off-topic
'382814538812641280',9 bullet riddle dead bodies were found in different parts of #Balochistan in Dera Bugti= 5 bodies and 4 bodies in Panjgur in 24hours @UN,on-topic
'382814540481560576',The increase in electricity rates will destroy poor's life in #Pakistan. Even middle class will find it hard to accomodate it in budget.,Off-topic
'382814615500902400',RT @ReutersIndia: Toll from #Pakistan quake reaches 327 people - officials http://t.co/gIbHMNyeWz,on-topic
'382814617447436288',"Natural disaster or man made disaster, end result is dead Pakistani, May God have mercy on us all #Awaran #Balochistan #PeshawarChurchBlast",Off-topic
'382814633213448192',RT @nycjim: #Pakistan earthquake reportedly creates a new island. http://t.co/w5uLvpcgKS http://t.co/hPD5MNl3hL,on-topic
'382814634090037248',RT @Senator_Baloch: #earthquake Opposition walks out over govt â€˜apathyâ€™ to quake #Balochistan  http://t.co/2BDIdpeJJL,Off-topic
'382814651580678144',#MQM #Pakistan Balochistan: Two more islands pop up off Pasni coast: KARACHI: After the powerful earthquake of... http://t.co/HSxyLlFpLe,Off-topic
'382814668257263616',"#Earthquake 4.8 - 17km SE of Kushima, Japan http://t.co/qIxYS6xAlJ",on-topic
'382814695113379840',RT @WideraAdam Second #earthquake with high #humanitarian impact hits south-west #Pakistan http://t.co/UVH9vIfX3d â€¦ #gdacs,Off-topic
'382814719683592193',"RT @Meher_J: @AFP @UNO @UNESCO @UNICEF [1/2] Shame On Pak Govt.. #EarthQuake Effectees Surrounded DCO Offc #Awaran, People Crying For #AID.â€¦",Off-topic
'382814739367084032',"#Earthquake M 4.9, 18km ESE of Kitaibaraki, Japan: Monday, September 30, 2013 13:37:39 UTCMonday, September 30... http://t.co/1muAwurpyS",Off-topic
'382814746774626304',"RT @Ali_Abbas_Zaidi: With reasonable men, I will reason; with humane men I will plead;  but to tyrants I will give no quarter - William L Gâ€¦",on-topic
'382814752591732736',RT @Hennah_Baloch: Countless Casualties. 600+ Deaths. #Balochistan earthquake. HELP Baloch Welfare Committee to help the victims.  http://tâ€¦,Off-topic
'382814766852358145',RT @SaqibMohiuddin: Relief Goods to Balochistan Earthquake Victims.. #MQM #KKF #Balochistan #Earthquake http://t.co/JZJ3mSgei2,on-topic
'382814800163508224',RT @kkfpk: #KKF Have Dispatched Three Trucks Loaded with Relief Goods for #Baluchistan #Earthquake Victims #ReliefByKKF http://t.co/rFDBmqXâ€¦,on-topic
'382814800293543938',"ã€#USGS #Breakingã€‘ M 1.8, 116km W of Cantwell, Alaska http://t.co/gmcne2vttS #PastHour #18 #earthquake #tsunami #prayfromjapan",Off-topic
'382814811999838208',Strong #earthquake jolts #Pakistan again http://t.co/K1gQudePNt,Off-topic
'382814827439071232',"It is hilarious and the joke is on #Pakistan when their PM said #Indian Prime Minister acting like a ""Dehate women"". 1/2",Off-topic
'382814839225077760',"#Earthquake at 168km SSW of Amatignak Island, Alaska 3.3 M. Detph 17.7 Km. - 2013-09-28 00:32:37 UTC http://t.co/1gKI747xb8",Off-topic
'382814858309140480',RT @marvisirmed: Over 265 people lose their lives #EarthQuake #Balochistan since yesterday afternoon. There are still many areas where no râ€¦,on-topic
'382814863774326784',"WOW! MT @AnupKaphle: Here's island that rose from sea after #Pakistan earthquakeâ€”It's 200m long, 100m wide &amp; 20m high http://t.co/mAZj5Lw97B",on-topic
'382814873727410176',"Very Tragic, Just came to know #India backed #BLA has attacked #EarthQuake relief operation &amp; martyred 3 FC personnel. #Awaran.",Off-topic
'382814888776577024',RT @dawn_com: 12 killed as another quake jolts shattered #Balochistan district | Updates http://t.co/i3bLvb5Cdu #Awaran #Pakistan #earthquaâ€¦,on-topic
'382814901263015937',Please read http://t.co/skT6TkgwNs #LoadShedding has many benefits #Pakistan #ElectricityShortages #IMCWF,Off-topic
'382814936030019584',RT @Massoud151: #Pakistan At least 29 killed in an explosion in a market in #Peshawar city of #Pakistan,on-topic
'382814938156105729',#KKF Relief  activities For #Balochistan Earthquake Victims #ReliefByKKF #MQM http://t.co/sgtGmhZvGp,on-topic
'382814938890129409',It is due to the #FailedSystem that we ourselves have failed. Failed to implement the #Pakistan that Qaid-e-Azam wanted.,on-topic
'382814939666083841',The TTP did not attack IDPs / #EarthQuake victims or their Rescue teams unlike the #BLA. #JustSaying,on-topic
'382814940223926272',"RT @Baloch_istan: ""Enemy of Baloch"" #Pakistan Army Doctors treating patients in #earthquake hit areas in #Balochistan http://t.co/vFpl64J1Wm",Off-topic
'382814940936937472',"RT @CPPGeophysics: ""California To Create #Earthquake Early Alert System"" http://t.co/tBiBVMmz0V (finally..)",Off-topic
'382814942023262208',Powerful 6.1-magnitude earthquake strikes Mexico http://t.co/x690pLUkQ8 #BreakingNews #earthquake #mexico,on-topic
'382814949988249600',"#Earthquake M 1.4, Southern California http://t.co/3e0J0zyHjh",Off-topic
'382814975292481537',"Death toll in #Balochistan continues 2 rise after #earthquake, #Pakistan Armed forces continue relief n rescue. Feel like going there myself",Off-topic
'382814978098483200',RT @WakeUpMessage: You didn't believe the new Island rising due to the #earthquake? Watch this before it gets removed :) http://t.co/3buqd4â€¦,Off-topic
'382814979281670144',"#earthquake M 2.9, Puerto Rico region: September 30, 2013 01:18:04 GMT http://t.co/nNh4kBIioG",Off-topic
'382814989817364480',"RT @AlifAilaan: Ali Ahmed Baloch, Secretary #Education #Balochistan, speaking at Alif Ailaan event in #Quetta @mosharrafzaidi http://t.co/Câ€¦",Off-topic
'382814998864478208',"RT @AnasMallick: Pakistan Army providing MREs(Meal Ready to Eat packs) to #Earthquake victims in Kheich, Turbat, Balochistan. http://t.co/3â€¦",on-topic
'382815020603543552',"RT @Benazir_Shah: Blast in a bus carrying Secretariat employees on Charsada Road, Peshawar. Seven killed. #Pakistan",on-topic
'382815028006514688',"RT @AnupKaphle: Here's the island that rose from the sea after #Pakistan earthquake. It is 200m long, 100m wide and 20m high. http://t.co/Râ€¦",on-topic
'382815045748400128',"RT @allaboutmqm: TalkShow: @HaiderRizviMQM in Part-1 GEO Aman Ki Asha Special Program on #Pakistan, #India relationship #MQM http://t.co/wSâ€¦",on-topic
'382815054980075521',"RT @SBaloch8: Death toll has reached 1000+ and still counting,thousands injured, millions home less in #Awaran #OccupiedBalochistan #Balochâ€¦",on-topic
'382815055781588992',RT @CA_global: At 1:13:15 Christian Aid speaks about the difficulties in delivering aid following the #Pakistan quake: http://t.co/yHfQd4bFâ€¦,Off-topic
'382815067294543872',Over 30 killed in #Pakistan #bombing http://t.co/BgUx21iS4O,on-topic
'382815093714870272',"New Island popped up near Gwadar due to #Earthquake. Congrats Land mafia, got some new bussiness project. #Pakistan",on-topic
'382815104850329600',"#Pakistan #News Mumbai building collapse: 61 dead, rescue operations called off http://t.co/gEEu4CJUWE",Off-topic
'382815117575872513',"RT @faizanlakhani: Just in: Another Island appeared on Balochistan's coastal belt, between Ormara and Pasni. #Pakistan #PakistanEarthquake",on-topic
'382815134047272960',"Relief workers, security officials attacked with #guns, #rockets while trying to reach #Pakistan #earthquake victims http://t.co/1OcLrEKtBb""",Off-topic
'382815137997942784',"#SISMO MUNDO #Earthquake - Magnitude 4.8 - NEAR EAST COAST OF #KAMCHATKA - 2013 September 28, 21:16:09 UTC: http://t.co/B6KprWFWLm.",on-topic
'382815139314937856',RT @FoxNews: Death toll in massive #Pakistan earthquake rises to 348 http://t.co/ad2BkwG7gO,on-topic
'382815139994415104',"RT @AsimBajwaISPR: #Earthquake: Appreciate the spirit of this young donor- F-9 Park Collection Point, Isd. http://t.co/x7G3SAfjNZ",on-topic
'382815140665491456',"43 killed, over 100 injured in Peshawar blast - Business Standard: AFP43 killed, over 100 inju... http://t.co/FTP5xlVvK7 #pakistan #news",on-topic
'382815155131662336',"""@htTweets: Militants fire rockets at #Pakistan quake relief helicopter, no one hurt http://t.co/B6HGH1B4CB #Balochistan"" what a nation!",Off-topic
'382815170478628865',"RT @VoiceofRussia: 7,4 earthquake hits #Pakistan",on-topic
'382815170923610112',"""The most unfortunate man in the world"" by @gedrosian #Balochistan earthquake http://t.co/B0p5lKTzKa http://t.co/et0pwH7eUH",Off-topic
'382815208005062656',#Pakistan #News Quake relief fund: PM urges nation to donate generously http://t.co/0TucWUvSNz,on-topic
'382815219891712000',RT @KaleeriBaloch: #Pakistan rejected the requests of International NGOs to enter in #Balochistan for rescue and relief work. #earthquake,Off-topic
'382815237940187136',RT @kkfpk: Pic-18 #KKF send relief goods for #Balochistan Earthquake Victims #ReliefByKKF #MQM #Pakistan http://t.co/y8HDyH3NOq,on-topic
'382815263483506688',"Guys, I need non-biased advice. Which is better: Nokia Asha or Aman ki Asha? #Pakistan #India",on-topic
'382815297347911680',"RT @ChKashifAli: 300 people died in #earthquake, they are not worried. #NUST imposes dress code, they are having sleepless nights. They areâ€¦",on-topic
'382815302993842176',RT @AnjumKiani: Its the Duty of Pak army/FC &amp,Off-topic
'382815351211175936',"Humanitarian Appeal: Disaster, Death &amp; Debris - Lingering Survivors of Balochistan #Earthquake http://t.co/AzPjZi0QcX",Off-topic
'382815369251282944',"Earthquake jolts Sindh and Balochistan again, tremors felt in Karachi and Awaraan as well. #Pakistan",Off-topic
'382815388720828416',"RT @scvaid23: There are two kinds of Indians. One, those who like PM MMS. And those who are neutral since 1999. #Pakistan #India",Off-topic
'382815393079111680',"USGS reports a M1.03 #earthquake 37km SSE of Hawthorne, Nevada on 9/26/13 @ 18:48:34 UTC http://t.co/wysfj5EgEY #quake",Off-topic
'382815402826268672',"#Islamabad's persistent Close Door Policy, Disallowing Int'l Aid Agencies to Rescue, Relief &amp; Rehabilitate #Earthquake victims #Balochistan.",Off-topic
'382815408903843840',RT @Rowaida_Abdel: Update on the #Pakistan earthquake: numbers continue to rise to more than 270 died and 450 injured according to the #UN â€¦,on-topic
'382815442080776193',"ã€#USGS #alertã€‘ M 2.5, Puerto Rico region http://t.co/HiMOOKGAn4 #Pastday #earthquake #tsunami #prayfromjapan",Off-topic
'382815450272649216',Has the Earth spun on its axis #winds #crazy #wildweather #bushifes #floods #earthquake,Off-topic
'382815462645440512',"2.0 magnitude #earthquake. 29 mi from Alpine, CA, United States.http://t.co/Z1qkdVGesZ",Off-topic
'382815466344816640',"""no blankets, no tents, no food"" @alishahjourno on @BBC_WHYS #Pakistan earthquake."" PRAY. ACT.",on-topic
'382815477837225984',Three people killed in drone strike in North #Waziristan #Pakistan #Dunyatv,Off-topic
'382815486313906177',"RT @WasayJalil: http://t.co/5N1QYGWZZl #PTI clarify their policy pl &amp; in ""TV Talk show Asad Umer said 2open off 4Taliban is personal opine â€¦",on-topic
'382815488935342082',"#earthquake: M 1.6, Southern California http://t.co/MJmlS3wHpl",Off-topic
'382815509324263424',RT @RYOTnews: PHOTO: This Is The New Island Created By Pakistan's Deadly 7.7 Earthquake http://t.co/3IM4LrWzaY #Pakistan #Quake http://t.coâ€¦,on-topic
'382815529486254080',RT @NazBalochPTI: Balochistan tragic #earthquake kiling more thn 300 ppl. PTI Balochistan team &amp,on-topic
'382815535982858240',"#KPKUpdates On CM's directions,13 trucks of emergency response items 2 Balochistan #earthquake victims sent [1/2] http://t.co/amZjk8eByT",Off-topic
'382815541372932096',Brother and his friend just ran down the stairs #earthquake #stfu,Off-topic
'382815548230221826',"RT @espinosaangela: Magnitude 6.6 47km S of Acari, Peru #earthquake http://t.co/MNztCSr35a",Off-topic
'382815602164781056',RT @realsanambaloch: Once again 7.2 magnitude strong #Earthquake in #Balochistan ... #Pakistan Astaghfirullah :(,Off-topic
'382815604484620288',RT @NaeemSiddiqui84: Pakistan quake death toll surges above 300 --&gt,on-topic
'382815607491923968',"7.7 #earthquake in #Pakistan, death toll 356 &amp; rising. (Haiti's 2010 quake was 7.0) http://t.co/D0A1hSbLPz",on-topic
'382815624936050688',#BalochistanEarthquake victims need your support #Balochistan http://t.co/V3DUuycrc9,on-topic
'382815628953804800',"[WW] 2013-09-29 15:10:49 UTC | at 10km SW of The Geysers, #California â†’ 38.709Â°N 122.847Â°W | 1.0 SR, depth 9.30km        ...  #Earthquake",Off-topic
'382815636151214080',"RT @SabahatMS: Signs of Latter Days: Malfoozat, Vol2, pg 513 - Surah Al-Zilzal v 3 - Promised Messiah (as)! #earthquake #Ahmadiyya http://tâ€¦",on-topic
'382815649736953856',"#earthquake: M 1.2, Southern Alaska http://t.co/6XPljES8NI",on-topic
'382815654471938048',RT @shakeelalam89: Pic2: #KKF Send Relief Goods For #Balochistan Earthquake Victims #ReliefByKKF #MQM http://t.co/w1VcZXr7PA,on-topic
'382815657425117184',RT @qasimattock: #Jamiat has its brother organization Study Aid Foundation 4 Excellence #SAFE to help needy students all over #Pakistan #Jaâ€¦,on-topic
'382815658540818432',#earthquake: M 3.4 - Caribean Dominican Republic [La Altagracia] Otra Banda: Preliminary Earthquake Report:  ... http://t.co/GAleLer5uJ,Off-topic
'382815696188891136',RT @nadeemmalik: Death toll rises to 328 in Balochistan earthquake #Pakistan http://t.co/5WlsyKIcB9,on-topic
'382815716300177408',RT @weatherchannel: NASA satellite images of new mud island formed by Pakistan #earthquake.  http://t.co/xa32ru7JJL,on-topic
'382815731915554816',World Bank Group in #Pakistan is conducting Framework Survey. Help provide input on key development priorities. #SpeakForPakistan! 1/2,Off-topic
'382815751411089408',â€˜Naming the Deadâ€™: New project lists people killed by #US #drones in #Pakistan Â» Banoosh http://t.co/N2Lcwl1PI8,Off-topic
'382815776425525248',"ã€#USGS #alertã€‘ M 1.3, Southern California: September 28, 2013 07:29:28 GMT http://t.co/cKGQRIbS8a #earthquake #tsunami #prayfromjapan",Off-topic
'382815780041404416',"#Earthquake M 1.8, Southern Alaska http://t.co/ZU9oSkZ8oq",Off-topic
'382815792200306688',"#Pakistan just can't stay out of int'l media spotlight. If its not a terrorist attack, a flood or an earthquake, it's a freakin' new island!",Off-topic
'382815813809364992',~ BBC News - #Pakistan quake island off #Gwadar 'emits flammable gas' http://t.co/tns3BfTCT2 #paperli,on-topic
'382815843706343424',RT @Aligulpir: Raising funds for #Earthquake affectees!Performing at Karachi @thesecondfloor Sunday 6pm.call 03452016854 for tickets http:/â€¦,on-topic
'382815846189768704',"On the holy Day of Friday the death toll of innocents reach 13, many injured, they all were working class of our country. #Pakistan",on-topic
'382815850040143872',#Pakistan Shahbaz Sharif expresses sorrow over earthquake deaths http://t.co/pNj2lzXMNo,on-topic
