tweet id, tweet, label
'451187718282698752',Photos from Chile's northern coast via @jpwack http://t.co/n1NkYkxE3M #ChileEarthquake,Off-topic
'451187719767474176',RT @ChanYeollin: #PRAYFORMH370  #PRayForChile  #PrayForSinabung  #PrayForIndonesia  #PrayForNigeria #PrayForSouthKorea   This _ôïÊ is sad. It äó_,Off-topic
'451187722493779970',Chancheando! #instafood #instachile #chile #laserena http://t.co/wJPUfWY52Y,on-topic
'451187723089760256',Chile lifts tsunami warning after quake kills 6 http://t.co/voTTAJ0Yg4,Off-topic
'451187723349786624',"RT @BMacTV: Some perspective... the 8.2 earthquake that hit Chile on April 1 is nearly 100,000 times stronger than the 3.3 that hit Oregon äó_",Off-topic
'451187724863545344',"RT @BoingBoing: Chile: Reports of an 8.0 earthquake, with tsunami warning for Chile, Peru, Ecuador. Tsunami watch: Colombia, Panama, Costa äó_",on-topic
'451187725409218560',"Photo: Crowds in Iquique, Chile, following large earthquake - @el_pais http://t.co/P01SqxQafv",on-topic
'451187726008991744',"RT @InfiniteCrewINA: #PrayForChile #PrayForSouthKorea #PrayForIndonesia #PrayForNigeria  Whatever your religions are, lets keep praying. htäó_",on-topic
'451187726017376256',"I added a video to a @YouTube playlist http://t.co/GKYIZ5Ux8g Tsunami Animation: Northern Chile, 1 April 2014",on-topic
'451187726151593984',"RT @olavkjorven: Disaster risk reduction works: strict building codes saved lives, homes in powerful Chile earthquake: http://t.co/LJjsbPYBäó_",Off-topic
'451187726402867200',RT @TheTweetOfGod: #PrayForChile. Or help them. One or the other.,on-topic
'451187729167286273',"#chileearthquake Ppl of Chile, learn from Japan's experience.  Evacuate. Even if nothing happens, better to be safe.",Off-topic
'451187729460895744',"Earthquake in Chile, rumbling volcano in Peru. What is happening in South America? #PrayForChile",Off-topic
'451187729842581504',@justinbieber see me please ! its my dream,on-topic
'451187729976397824',Chile have a 8.2 magnitude earthquake. My prayers to the family at there !,on-topic
'451187731809697792',RT @NatureNews: Strong earthquake hits northern Chile http://t.co/Z2mad1kZCY,Off-topic
'451187732866682880',"Prayers go to Chile, hoping everyone is okay &amp; there's no more fatalities _ôÖî #PrayForChile_ô»",on-topic
'451187734154326016',RT @paulawyd2013: 6 people lost their lives after the 8.2 earthquake in Chile #PrayForChile,on-topic
'451187734452129792',"RT @YourAnonNews: Three aftershocks measuring 6.2, 5.8, and 5.5 have hit within an hour of the initial #earthquake. #Chile #Tsunami http://äó_",Off-topic
'451187734455926784',Let's pray for Chile. I wish no one die :( #PrayForChile,on-topic
'451187734720172032',RT @AFP: #BREAKING: A powerful earthquake measuring 7.8 rocks northern Chile,Off-topic
'451187734736928768',RT @CamilaMyidol: #PrayForChile that earthquake caused a tsunami,Off-topic
'451187736032976896',RT @RT_com: Reports of fires and looting in #Chileäó»s #Iquique after 8.2 quake http://t.co/fNkmj8l4E2,Off-topic
'451187736808943617',RT @thirdy_reyes: Don't just tweet and start praying for Chile _ôÖˆ #PrayForChile,on-topic
'451187736989278208',RT @yeah_choihansol: #PrayForMH370 #PrayForChile #PrayForSouthKorea #PrayForSinabung #PrayForIndonesia #PrayForNigeria  this is too much _ôÖ_,Off-topic
'451187739010936832',"RT @earthquakeBot: A 5.6 magnitude earthquake occurred 42.87mi WSW of Iquique, Chile. Details: http://t.co/v9rzVBx7a1 Map: http://t.co/w0uYäó_",on-topic
'451187739547795456',Un autre tremblement de terre au Chili! Chile again hit with massive earthquake! 7.4 this time. #FuerzaChile #TerremotoenChile,Off-topic
'451187739980234752',New evacuations in Chile after major earthquake aftershock http://t.co/JRz2F28f5y,on-topic
'451187741238120448',RT @seismo_steve: Seismic wave recordings of last nightäó»s M8.2 Chile #earthquake from the @livuni @LivUniEarthSci seismometer http://t.co/jäó_,on-topic
'451187741326192640',RT @MrSwift99: Well I just heard about Chile having a massive earthquake à_ç4 i felt sorry for you guys... #prayforchile,on-topic
'451187741754417153',RT @Jbreezyy69: My heart and prayers go out to Chile #PrayForChile,on-topic
'451187742106337280',USGS is providing up-to-date information on 8.2 #Earthquake &amp,Off-topic
'451187742668767234',"RT @NewsBreaker: 7.4 magnitude earthquake strikes SW of Iquique, Chile - @USGS http://t.co/bNu0Wmf5nX",Off-topic
'451187742857109504',"RT @ABC: BREAKING: Warning center: 6-foot tsunami hit Pisagua, Chile, at 8:04 p.m. ET; unknown if damage caused: http://t.co/ahukmIecIj",Off-topic
'451187742911651840',"RT @ThaiRED1: ""@USATODAY: 8.2 quake triggers tsunami and leaves at least 5 dead in Chile: http://t.co/6wNyekk7as http://t.co/UUYjopih1a #präó_",on-topic
'451187743201038336',"4.1 magnitude #earthquake. 126 km from Iquique, Tarapaca, #Chile http://t.co/UspdIkq1un",on-topic
'451187744782315520',@zaynmalik @Harry_Styles @Louis_Tomlinson @Real_Liam_Payne @NiallOfficial Whatever happens I'll always  be with youä»« 33,on-topic
'451187745126227971',"5.5 - OFFSHORE TARAPACA, CHILE: Date: Thu, 03 Apr 2014 05:51:44 UTCLat/Lon: -20.7733/-70.4011Depth: 26.86 http://t.co/42zDLgbdjS",Off-topic
'451187745990656000',RT @UniversalBN: https://t.co/fJUQlCseht #Chile #ChileEarthquake #chilequake #ChileEarthquakeAndTsunami #chiletsunami Chile Earthquake - Poäó_,Off-topic
'451187748804648960',"RT @NewDay: Chile #earthquake: This was big but a bigger one awaits, scientist says http://t.co/AQmZVgnsip #5Things #NewDay http://t.co/QDuäó_",Off-topic
'451187749077663744',RT @Avigain10: 70 days till the World Cup. Where we will all be rooting for different teams _ôÖ_ #Spain #Germany #Chile #Argentina #Brazil,on-topic
'451187750213910528',"RT @ShakingEarth: Earthquake ! mb 4.1 OFFSHORE TARAPACA, CHILE http://t.co/0gUnuofLop",Off-topic
'451187750231093248',RT @Ferris_McFly: @eliroth 300 prisoners reportedly escaped during #earthquake in Iquique - #Chile. Thats fucking insane!,Off-topic
'451187750805323776',"Japan issues tsunami alert after Chile quake, expecting no damage: Japan has issued a tsunami alert following ... http://t.co/GerjHpPaNN",Off-topic
'451187753904910336',Lord God help them for their needs. #PrayForChile à_çEà_çEà_çE,on-topic
'451187754198896640',"RT @cnnbrk: 7.4-magnitude earthquake struck off coast of Chile tonight, @USGS says, day after 8.2 quake rocked region.",Off-topic
'451187754693443584',"RT @LuisAndresHenao: For great @AP_Images of #Chile #quake by colleagues, including Rodrigo Abd, @luishidalgo91 : http://t.co/JV3eJUDqX7 htäó_",Off-topic
'451187755293233152',RT @NBCNews: VIDEO: Tsunami sirens blare in Chile following earthquake http://t.co/615cpMld70,Off-topic
'451187756056584192',Chile's coast struck by strong aftershock a day after earthquake http://t.co/gdBC2FjRuW,Off-topic
'451187756769611776',"RT @jparise6: Coming up on GMA: An earthquake rocks Chile, Tiger's Masters announcement rocks the CSRA, and it's Autism Awareness Day in Auäó_",Off-topic
'451187757524987904',RT @MichellePhan: #Chile I'm praying for you. You've been getting so many earthquakes. Please stay safe! My heart is with you. #PrayForChile,on-topic
'451187760670326784',Use code surfchck to save 20% on ordering from FLEUROP .com #PrayForChile,on-topic
'451187761202999296',"[EMSC] M5.1 Apr-08 05:43:55 UTC, OFFSHORE TARAPACA, CHILE, Depth:10.0km, http://t.co/rjsSISudKU #quake http://t.co/li8EFXiXps",on-topic
'451187762259980288',RT @NBCNews: Update: Two dead in Chile following quake,on-topic
'451187762436116481',RT @WVYouthGlobal: Teenagers affected by the earthquake in Chile were prepared to respond thanks to training by @WorldVision http://t.co/VAäó_,Off-topic
'451187762603900928',@_DanialMalik plz  #PrayForChile we're so scared:(,on-topic
'451187763639885824',#TalkLikeAPirateDay: Massive 8.0 Earthquake Strikes Off The Coast Of Chile -  USGSA massive 8.0... http://t.co/EMY9rfvVC8  #CostaRica,on-topic
'451187764261040128',"RT @MaevCrosseyed: Oh My God. What a destruction. Hmp, Let's all pray for Chile #PrayForChile http://t.co/Vovezhf4xz",on-topic
'451187767251173376',Another big aftershock off Chile's northern coast: Tsunami alert issued after 2nd big quake in two days http://t.co/eC2bSkWJif,on-topic
'451187767507447808',Was there an Earthquake in Chile or something recently?,Off-topic
'451187767964602368',RT @NBCNews: JUST IN: Tsunami warning issued for Chile and Peru after 7.8 aftershock strikes off Chilean coast,on-topic
'451187769478348800',"A massive earthquake hits Chile, the NSA admits to warrantless searches, and more http://t.co/5miYLwysEz #10Things @TheWeek",on-topic
'451187770493779968',6 Dead Following Massive Earthquake in Chile http://t.co/eHd0QLORqa,on-topic
'451187770766020608',4/2 #Chile can't seem to shake it off. http://t.co/JhUmQftgEg,Off-topic
'451187770837315584',RT @xdrexmer: OMG... What happened with the world. #PrayForChile #PrayForLarantuka #PrayForIndonesia #PrayForSinabung #PrayForUkraine #Prayäó_,Off-topic
'451187772141744128',No US tsunami threat from Chile aftershock #KTVZ http://t.co/3TefVdemdT,Off-topic
'451187774310596609',If chile has a 3rd earthquake tomorrow...the world is gonna end..,Off-topic
'451187774557650944',"Thanks for all the prayers, we really appreciate it wholeheartedly #PrayForChile",on-topic
'451187774771953664',RT @piero_barone: I'm with you! #Praying #for #Chile http://t.co/4166L1dlRN,Off-topic
'451187774977110016',RT @NewsSourceLA: #BREAKING: Interior minister: 5 deaths reported in 8.2-magnitude earthquake that hit off coast of northern Chile.,on-topic
'451187776763858944',Magnitude 8.0 quake off #Chile sparks #tsunamiwarning along #Latin America's Pacific coast http://t.co/bqN823kB6e 'A massive magnitude 8...',Off-topic
'451187780555522048',RT @GadiNBCLA: #Caltech expecting 7.0 aftershock in #Chile.,Off-topic
'451187781172494336',Massive Chile earthquake was deadly without a tsunami: Magnitude-8.2 quake hit overnight and killed several,Off-topic
'451187785236742144',Ewu :( RT @eNCAnews: eNCA at 6am: An 8.2 earthquake in Chile prompts large-scale evacuations of coastal ... http://t.co/hjNsYf7p0k,on-topic
'451187785857114112',We are living in a world of fools breaking us down...,on-topic
'451187786821816321',RT @AdorkableAriel: my prayers to all of you in Chile #PrayForChile,on-topic
'451187787199311872',RT @strawlarrylolly: #PrayForChile Chile doesn't seem to get a break:( I really hope everyone is ok. Everyone in Chile will be in my prayeräó_,on-topic
'451187787531055104',"RT @weatherchannel: Maximum #tsunami height of 7.6 ft reported in Pisagua, Chile at 9:02pm EDT. Forecast tsunami propagation from NOAA: httäó_",on-topic
'451187788764168192',RT @AngLandiMoSobra: #PrayForChile 8.2 earthquake and tsunami warning. http://t.co/nIVruxZi0p,Off-topic
'451187789426884608',Commodities tomorrow: Chile earthquake threatens copper supply: CNBC's Jackie DeAngelis discusses the day's ac... http://t.co/ydSrAnxNwT,Off-topic
'451187791939252225',Massive Quake Off Chile Triggers Tsunami Warning!!! Not fake #tsunami #chile #earthquake,on-topic
'451187792538648577',"RT @NWS_PTWC: #TSUNAMI WARNING continues for Chile and Peru, CANCELED everywhere else #PTWC http://t.co/k6m3jIh5Pj",on-topic
'451187794577481728',"They need us! Let us #PrayForChile God give them strenght,faith and the power to face this calamity à__F",on-topic
'451187797890973696',"RT @_Indonesia_News: #FuerzaChile #PrayForChile this really hardens my heart. It really, truly does... http://t.co/A3axSCLDfH",Off-topic
'451187798574243840',"USGS reports a M1.8 #earthquake 3km N of Carson, California on 4/2/14 @ 3:46:16 UTC http://t.co/6SrrblKgLe #quake",on-topic
'451187799644184576',5 dead as magnitude-8.2 quake hits northern Chile: A powerful magnitude-8.2 earthquake struck off nor... http://t.co/Zqbkv4fefs #phoenix,Off-topic
'451187800902094848',@therealchunk @_LePakeh fuck Hawaii looks like #chile holly lost episode 56 batman,on-topic
'451187804001665024',"RT @nandrawr: yet another reminder that no matter what, nature will always be able to overpower us. hoping only for the best for chile. #Präó_",on-topic
'451187804056592384',If I thought experiencing a 5.4 earthquake was bad I can't imagine an 8.2 #PrayForChile _ôë_ä_¥Ÿ,Off-topic
'451187805885308928',"*** Yup, greatest country on earth :)   http://t.co/FVCtQCKsXO http://t.co/TJR5DevRRI",on-topic
'451187806342086656',"From NOAA,Tsunami warning and watch cancellation for #Chile #Peru #Ecuador and ETC -&gt; http://t.co/O030rLN7bL",on-topic
'451187806509862912',RT @DeisyRamosL: So many earthquakes happening lately! Im terrified! #PrayForChile,Off-topic
'451187806954479616',"GET MORE FOLLOWERS? Click to http://t.co/B7EipwGngW  äìî#KitaIndonesiaBisa,#RemajaKereen,#TwittLand1stIndonesia,#46RibuPemenang,#PrayForChile",Off-topic
'451187810079625216',Science Before 1400 Years Ago http://t.co/jdGjrO3tVV #FinalBBB14 #PrayForChile #thehashtagslingingslasher #MarceloCampeaodoPovo #Share,Off-topic
'451187810179899392',Was there ANOTHER major earthquake in Chile? Holy shit.,Off-topic
'451187810771288064',Confronto delle energie dei #terremoti http://t.co/zLpBtDFzoa #earthquake #ChileEarthquake,Off-topic
'451187811128209409',RT @NBCNews: UPDATE: Tsunami warning cancelled for Chile and Peru http://t.co/EJzr0ertjY,on-topic
'451187811719192576',@louis_tomlinson hello boo! #prayforchile baby!  I know u have a big heart.  maybe u can help too. xoxo! #directioner,Off-topic
'451187814399373312',what the fuck my dad was in Chile when the tsunami happened à_£1à_£1 thank God he's okay though,Off-topic
'451187816253251584',RT @cnnbrk: Scientists confirm California quakes are unrelated to the 8.2-magnitude earthquake that struck Chile. http://t.co/uqaQ5OGiNk,Off-topic
'451187816299786241',RT @JohnMSaunders: #Tsunami warnings have been cancelled except for #Chile and Peru. No threat to US or Canadian west coast.,on-topic
'451187816329121792',"Gloria Vanderbilt, Kaley Cuoco, Chile Earthquake, ...: Gloria Vanderbilt   Kaley Cuoco   Chile Earthquake   Apr...",Off-topic
'451187818094944256',RT @Emoji_Tweets_: Here we go again! Another earthquake tonight 7.8 in Chile &amp,Off-topic
'451187821483524096',RT @kaisparkles: Keep safe everyone and let's always pray  #PRAYForChile  #PrayForSinabung #PrayForIndonesia #PrayForNigeria http://t.co/GLäó_,on-topic
'451187822243110912',Must rd-&gt,Off-topic
'451187823354585088',Chile Earthquake 8 0 Tsunami Terremoto 2014 Raw Video YouTube http://t.co/GvBdUwLHIX http://t.co/qeZtS1pnfv #chile,on-topic
'451187825695002624',RT @NWSLosAngeles: Just to repeat...A tsunami is NOT expected to affect Southern California coast from earlier earthquake off the Chilean Cäó_,on-topic
'451187826626150400',The most beautiful geysers in the world:  http://t.co/w35C27ltX3 #chile #yellowstone #nz #iceland,on-topic
'451187827301421056',"@AustinMahone follow me please , make my day austin",on-topic
'451187829234999296',"[#BrandySolamente] Full Episode:  GMA 4/2: Earthquake Off Chile's Coast, Tsunami Warnings Issued: 'GMA' Invest... http://t.co/pVud8yKZ5t",on-topic
'451187830283202560',"M8.0 Earthquake Has Struck Chile - April 1, 2014 (Spaceweather Effect?) http://t.co/T7cu0NUb6s",Off-topic
'451187835534458880',disconnected me encanta :( :( :(,on-topic
'451187835853225984',I stole this image from IG I don't know the artist but is crazy awesome #Chileanflag #Chile #earthquake #fuerzachile http://t.co/LyeaANoMOU,Off-topic
'451187841004212224',"""@fadjroeL: INDONESIA: Let's Pray for Chile http://t.co/eJUGn75BsY #PrayForChile""",on-topic
'451187842723479552',RT @Michelle9647: 100 riot police would be flown immediately to northern #Chile to maintain order  http://t.co/FrvWjXbwVY #earthquake,Off-topic
'451187845030756352',"RT @cnnbrk: All tsunami warnings and watches in the Pacific canceled, including for Chile and Peru. http://t.co/vIQ9VOXkcy",Off-topic
'451187845605392385',Omg earthquake  Let's all #PrayForChile RIP those who lost their lives! May Allah forgive the mankind and show mercy upon us all! Ameen!,on-topic
'451187846817525763',RT @kikregui: Pray for us pleaseà__Fà_¢2 #PrayforChile #PrayForEcuador #PrayforPeru #PrayForPanama #PrayForColombia #PrayForElSalvador http://t.cäó_,on-topic
'451187846934581248',#PrayForMH370 #PrayForChile #PrayForSouthKorea #PrayForSinabung #PrayForIndonesia #PrayForNigeria  Oh God... Please save us...,on-topic
'451187849384439808',#PrayForChile  #Chile STAY STRONG ä_ä_à_ÊBà_ÊCà_ÊBà_ÊC,on-topic
'451187850478768128',"RT @HumanitarianCat: Second big quake strikes #Chile, @savechildrenuk team in area report over 50 aftershocks so far: http://t.co/QgdhZQzH60",on-topic
'451187850818879489',RT @1DkidrauhlSBKam: 1 8.5 earthquake and a tsunami and 1 7.4 earthquake with a tsunami less than 24 hours apart. Worried for everyone in Cäó_,Off-topic
'451187852550746113',"We neednäó»t worry the huge Chile earthquake is related to recent Calif. temblors, geologists say: http://t.co/BUEehA2DP3 via @Gcgoodale",Off-topic
'451187853511258115',Indonesia says it could be hit by tsunami from ChileŒæearthquake http://t.co/nkpUNqNcTQ,Off-topic
'451187854740185088',"RT @justintimeOO: ä»_ http://t.co/qtmVDIyNHJ  938 ä»_ Chile earthquake ä»_ Magnitude 8.2 earthquake strikes Chile, sparking tsunami, landsliäó_ httäó_",Off-topic
'451187858842206209',Only 5 dead in Chile earthquake. Too bad.,on-topic
'451187860234719232',RT @News1130radio: The mayor of Tarapaca is attributing two deaths following a large earthquake in #Chile to heart attacks.,on-topic
'451187861685948416',People in high places waiting for the tsunami after 8.2 earthquake.  #PrayForChile   #ChileEarthquake http://t.co/i1cOziQEia,Off-topic
'451187865394094080',"RT @RT_com: WRAP-UP: Tsunami hits #Chile following 8.2 earthquake, 5 dead, 80k displaced, damage, fires, aftershocks reported http://t.co/fäó_",on-topic
'451187865418866688',Terrifying Animation Shows How Chileäó»s Tsunami Took Over the Entire Pacific Ocean: [HTML1... http://t.co/pxxnwG0sOY #technews #agyatlabs,on-topic
'451187865582452736',RT @Bill_Nye_Tho__: Chile had a 8.3 earthquake  that's 3x the nagasaki atom bomb's energy. this aint april fools nature dont fuck around htäó_,on-topic
'451187866459443200',"A powerful 8.2-magnitude earthquake has hit near Chile's Pacific coast, sparking tsunami warnings for Chile, Peru and Ecuador",on-topic
